sort_id,kizuna_id,card_id_1,name_1,card_id_2,name_2,condition_1,condition_2,kizuna_title,scenario_id,scenario_sub_id,text,text_data
252,308,34,[陽]撫月 憐,53,藍馬 清秋,10003,,星の子,123,3,"憐「藍馬清秋だな」
清秋「…ッ誰だ！？お前、人ではないな？」
憐「察しの通り、人ではない。我らは撫月憐。月よりの使者。君たちセイバーに力を与えるものだ」
清秋「セイバーに力を…？」
憐「藍馬清秋。君は力を渇望しているな？…何のために力を求める？」
清秋「…妹のためだ。妹を、蘭を俺は救いたい」
憐「それは本当に君の願いか？」
清秋「なんだと？」
憐「幼き頃の過失とその負い目から解き放たれたいだけではないのか？…そう問われて君は否定できるか？」
清秋「…化物め。お前に何が分かる…！」
憐「まあ良い。どうであれ、君の強い願望の原動力がそこにあるのは間違いないか…」
憐「足掻き続けろ、藍馬清秋。困難と挫折にあっても尚願いが折れぬのなら、我ら無月は君に力を与えるために再び現れよう…」
清秋「消えた…！？セイバーに力を与えると言ったな。奴の力を蘭に与える事はできるのか…？」",憐「藍馬清秋だな」\n清秋「…ッ誰だ！？お前、人ではないな？」\n憐「察しの通り、人ではない。我らは撫月憐。月よりの使者。君たちセイバーに力を与えるものだ」\n清秋「セイバーに力を…？」\n憐「藍馬清秋。君は力を渇望しているな？…何のために力を求める？」\n清秋「…妹のためだ。妹を、蘭を俺は救いたい」\n憐「それは本当に君の願いか？」\n清秋「なんだと？」\n憐「幼き頃の過失とその負い目から解き放たれたいだけではないのか？…そう問われて君は否定できるか？」\n清秋「…化物め。お前に何が分かる…！」\n憐「まあ良い。どうであれ、君の強い願望の原動力がそこにあるのは間違いないか…」\n憐「足掻き続けろ、藍馬清秋。困難と挫折にあっても尚願いが折れぬのなら、我ら無月は君に力を与えるために再び現れよう…」\n清秋「消えた…！？セイバーに力を与えると言ったな。奴の力を蘭に与える事はできるのか…？」
253,100,207,飛越 蛍+,110,後藤田 蒼紫+,,,後藤田先生の授業,124,1,"蒼紫「ふむ、なんとも化物然とした姿じゃのお」
蛍「まぁ、何なの急に？アナタに言われたか無いわよ悪魔のお爺さん！」
蒼紫「これは失敬！悪気はないのだよ、興味があるだけでね」
蛍「まぁ、別にどっちでも良いケドねぇ〜」
蒼紫「しかし君はなぜその様に変身したのだろう？知る限り多くの変身は、願望や劣等感の裏返しだが」
蛍「さぁ？一説によると私は人間やめたがってるらしいわよ？」
蒼紫「成る程、超越が君の願望か。面白いな。だが君、外れようと偏ろうとするばかりでは事は為せんぞ？」
蒼紫「逸脱や多様性が常に生物を進化へと誘った。しかし安定しようとする力無くして種に繁栄はない！」
蒼紫「人の心もまた同じで、自らの立脚点を見失った場合に待つ結果はー…おや？君！どこだ？」
蒼紫「しまった。悪い癖が出たかのぉ…」",蒼紫「ふむ、なんとも化物然とした姿じゃのお」\n蛍「まぁ、何なの急に？アナタに言われたか無いわよ悪魔のお爺さん！」\n蒼紫「これは失敬！悪気はないのだよ、興味があるだけでね」\n蛍「まぁ、別にどっちでも良いケドねぇ〜」\n蒼紫「しかし君はなぜその様に変身したのだろう？知る限り多くの変身は、願望や劣等感の裏返しだが」\n蛍「さぁ？一説によると私は人間やめたがってるらしいわよ？」\n蒼紫「成る程、超越が君の願望か。面白いな。だが君、外れようと偏ろうとするばかりでは事は為せんぞ？」\n蒼紫「逸脱や多様性が常に生物を進化へと誘った。しかし安定しようとする力無くして種に繁栄はない！」\n蒼紫「人の心もまた同じで、自らの立脚点を見失った場合に待つ結果はー…おや？君！どこだ？」\n蒼紫「しまった。悪い癖が出たかのぉ…」
254,175,83,虹見 彩火,89,大河 愛,,,リトルタイガー,125,1,"彩火「なんで子供がこんなところにいるの！駄目でしょっ！」
愛「おねーさんだって、ボクとそんなに年離れてないじゃん。2〜3歳年上ってだけで威張られても困っちゃうなァ」
彩火「なっ…生意気なやつ…！ふざけんなーっ！早く家帰ってママの晩御飯食べて歯磨いて寝なさいっ！！」
愛「…ボク、家も無いし、両親も居ないんだよ…？おねーさん、ひどい…」
彩火「えっ。あっ…、えええ…ごめん…」
愛「あははは〜！超動揺してる〜！謝んなくてもいいよっ。熱血おねーさん、バイバイビー」
彩火「ちょっとアンタ…結局のところ何が本当なのよ！待ちなさーいっ！」",彩火「なんで子供がこんなところにいるの！駄目でしょっ！」\n愛「おねーさんだって、ボクとそんなに年離れてないじゃん。2〜3歳年上ってだけで威張られても困っちゃうなァ」\n彩火「なっ…生意気なやつ…！ふざけんなーっ！早く家帰ってママの晩御飯食べて歯磨いて寝なさいっ！！」\n愛「…ボク、家も無いし、両親も居ないんだよ…？おねーさん、ひどい…」\n彩火「えっ。あっ…、えええ…ごめん…」\n愛「あははは〜！超動揺してる〜！謝んなくてもいいよっ。熱血おねーさん、バイバイビー」\n彩火「ちょっとアンタ…結局のところ何が本当なのよ！待ちなさーいっ！」
255,311,89,大河 愛,307,[戦華]ｼｽﾀｰ ﾊﾟﾗﾍﾞﾗﾑ,,,愛の家,126,1,"ﾊﾟﾗﾍﾞﾗﾑ「やはり、ここに居ましたね。愛」
愛「ふわーーー！？し、しす…に、逃げろっ！」
ﾊﾟﾗﾍﾞﾗﾑ「どこに行くのですか？」
愛「っぎゃ！あ、あっちだ！」
ﾊﾟﾗﾍﾞﾗﾑ「怒らないから、待ちなさい」
愛「ううう??！やだやだ！…向こうだ！」
ﾊﾟﾗﾍﾞﾗﾑ「愛」
愛「っな、なんで先回りしてるの！？あ、あっちあっち！」
ﾊﾟﾗﾍﾞﾗﾑ「いいかげんに………しろよこの糞ガキィッ！！」
愛「ひぃっ、怒らないって言ったのにー！」
ﾊﾟﾗﾍﾞﾗﾑ「怒ってねえ！ごほんっ…怒ってなどいませんから、話を聞きましょう？ね？愛」
愛「ぐぅ…シスター…いまさらそのキャラ作り何の意味があるの…？」
ﾊﾟﾗﾍﾞﾗﾑ「……気を抜くと普段から漏れてしまいますからね。そんな事より、どうして急に居なくなったのか」
ﾊﾟﾗﾍﾞﾗﾑ「私が納得するまで、しっかりと説明を聞かせてもらいますからね？愛」
愛「うえ〜」",ﾊﾟﾗﾍﾞﾗﾑ「やはり、ここに居ましたね。愛」\n愛「ふわーーー！？し、しす…に、逃げろっ！」\nﾊﾟﾗﾍﾞﾗﾑ「どこに行くのですか？」\n愛「っぎゃ！あ、あっちだ！」\nﾊﾟﾗﾍﾞﾗﾑ「怒らないから、待ちなさい」\n愛「ううう??！やだやだ！…向こうだ！」\nﾊﾟﾗﾍﾞﾗﾑ「愛」\n愛「っな、なんで先回りしてるの！？あ、あっちあっち！」\nﾊﾟﾗﾍﾞﾗﾑ「いいかげんに………しろよこの糞ガキィッ！！」\n愛「ひぃっ、怒らないって言ったのにー！」\nﾊﾟﾗﾍﾞﾗﾑ「怒ってねえ！ごほんっ…怒ってなどいませんから、話を聞きましょう？ね？愛」\n愛「ぐぅ…シスター…いまさらそのキャラ作り何の意味があるの…？」\nﾊﾟﾗﾍﾞﾗﾑ「……気を抜くと普段から漏れてしまいますからね。そんな事より、どうして急に居なくなったのか」\nﾊﾟﾗﾍﾞﾗﾑ「私が納得するまで、しっかりと説明を聞かせてもらいますからね？愛」\n愛「うえ〜」
256,312,89,大河 愛,307,[戦華]ｼｽﾀｰ ﾊﾟﾗﾍﾞﾗﾑ,311,122,愛の家,126,2,"ﾊﾟﾗﾍﾞﾗﾑ「さあ、愛。神の前で全てを打ち明けましょう」
愛「も〜懺悔室じゃないんだから〜」
ﾊﾟﾗﾍﾞﾗﾑ「………」
愛「…あーもー、別にっ！理由なんかないよ」
ﾊﾟﾗﾍﾞﾗﾑ「…他の子たちと一緒に居るのが辛くなったのですか？」
愛「違う違う！みんなのことは大好きだよ！…ボクは、そう、はやくドクリツしたいだけ」
ﾊﾟﾗﾍﾞﾗﾑ「独立だなんて…あなたはまだ子供ですよ？」
愛「水樹兄ちゃんとそんなに変わらないよ！そうだよ、もう自分の面倒は自分で見れるんだから！」
ﾊﾟﾗﾍﾞﾗﾑ「水樹だってあなたぐらいの時は大人の庇護の元にありましたよ。そうあるべきなんです」
愛「そうやってバカみたいに子供を引き受けてさ、ホームはキュウキュウしちゃってるんじゃん」
ﾊﾟﾗﾍﾞﾗﾑ「あなた、まさかお金のことを気にして…」
愛「もー！いいの！ボクは強くなったんだから！ししょーだっているんだから！」
ﾊﾟﾗﾍﾞﾗﾑ「師匠…？」
愛「そうだよ！もう何も怖くないんだから。シスターはもうホームに帰ってよ！じゃね！」
ﾊﾟﾗﾍﾞﾗﾑ「あ、まちなさいっ！………はあ、これだからガキは…」",ﾊﾟﾗﾍﾞﾗﾑ「さあ、愛。神の前で全てを打ち明けましょう」\n愛「も〜懺悔室じゃないんだから〜」\nﾊﾟﾗﾍﾞﾗﾑ「………」\n愛「…あーもー、別にっ！理由なんかないよ」\nﾊﾟﾗﾍﾞﾗﾑ「…他の子たちと一緒に居るのが辛くなったのですか？」\n愛「違う違う！みんなのことは大好きだよ！…ボクは、そう、はやくドクリツしたいだけ」\nﾊﾟﾗﾍﾞﾗﾑ「独立だなんて…あなたはまだ子供ですよ？」\n愛「水樹兄ちゃんとそんなに変わらないよ！そうだよ、もう自分の面倒は自分で見れるんだから！」\nﾊﾟﾗﾍﾞﾗﾑ「水樹だってあなたぐらいの時は大人の庇護の元にありましたよ。そうあるべきなんです」\n愛「そうやってバカみたいに子供を引き受けてさ、ホームはキュウキュウしちゃってるんじゃん」\nﾊﾟﾗﾍﾞﾗﾑ「あなた、まさかお金のことを気にして…」\n愛「もー！いいの！ボクは強くなったんだから！ししょーだっているんだから！」\nﾊﾟﾗﾍﾞﾗﾑ「師匠…？」\n愛「そうだよ！もう何も怖くないんだから。シスターはもうホームに帰ってよ！じゃね！」\nﾊﾟﾗﾍﾞﾗﾑ「あ、まちなさいっ！………はあ、これだからガキは…」
257,313,309,天草 水樹,89,大河 愛,,,愛の家,126,3,"水樹「愛ちゃん！」
愛「あれれ。水樹兄ちゃんどうしたの？こんなところで」
水樹「どうしたのはこっち台詞ですっ。愛ちゃんが帰らなくてみんな心配してるよ？」
愛「ン〜まあまあ、良いじゃない〜」
水樹「良くないと思うよ！そういうの！」
愛「そんなに目を潤ませないでも〜」
水樹「…そうやってからかって誤魔化すのも、よくないよ！本当にみんなみんな心配してるんだから」
愛「…澪も？」
水樹「…澪ちゃんだって心配してます」
愛「間があったよ！」
水樹「………部屋から聴こえる恐ろしい曲が、少し哀しげになったよ…」
愛「あの教会には似つかわしくない黒ミサでかけるみたいな曲だよねっ」
水樹「そう…なんていったっけ…祈願だか虎眼だが…」
愛「斑王石率いる、盲目の羊の導き手、TAGUNってバンドだね」
水樹「そうそう、どうして澪ちゃんはあんな恐ろしいグループが好きなんだろう…」
愛「斑さんって人ここで見かけたよ〜」
水樹「ええっ！そ、それは良くない事になりそうだよ…愛ちゃん、澪ちゃんには内緒だからね？」
愛「ん〜盲目のバンギャの前には無駄な手立てだと思うけどね〜」",水樹「愛ちゃん！」\n愛「あれれ。水樹兄ちゃんどうしたの？こんなところで」\n水樹「どうしたのはこっち台詞ですっ。愛ちゃんが帰らなくてみんな心配してるよ？」\n愛「ン〜まあまあ、良いじゃない〜」\n水樹「良くないと思うよ！そういうの！」\n愛「そんなに目を潤ませないでも〜」\n水樹「…そうやってからかって誤魔化すのも、よくないよ！本当にみんなみんな心配してるんだから」\n愛「…澪も？」\n水樹「…澪ちゃんだって心配してます」\n愛「間があったよ！」\n水樹「………部屋から聴こえる恐ろしい曲が、少し哀しげになったよ…」\n愛「あの教会には似つかわしくない黒ミサでかけるみたいな曲だよねっ」\n水樹「そう…なんていったっけ…祈願だか虎眼だが…」\n愛「斑王石率いる、盲目の羊の導き手、TAGUNってバンドだね」\n水樹「そうそう、どうして澪ちゃんはあんな恐ろしいグループが好きなんだろう…」\n愛「斑さんって人ここで見かけたよ〜」\n水樹「ええっ！そ、それは良くない事になりそうだよ…愛ちゃん、澪ちゃんには内緒だからね？」\n愛「ん〜盲目のバンギャの前には無駄な手立てだと思うけどね〜」
258,314,309,天草 水樹,308,[戦華]ｼｽﾀｰ ﾊﾟﾗﾍﾞﾗﾑ+,313,,愛の家,126,4,"ﾊﾟﾗﾍﾞﾗﾑ「水樹、愛にはもう会ったか？」
水樹「あっシスター。ええと。会うには会ったんですけれど…」
ﾊﾟﾗﾍﾞﾗﾑ「っち、煙に巻かれたな。仕方ねえなあのバカ娘は！今度会ったら首に縄つけるしかなさそうだな」
水樹「…シスター。良くないと思います！」
ﾊﾟﾗﾍﾞﾗﾑ「ああ？何が…あっ、そうか、口調か！ご、ごめんなさい水樹。私としたことがしくじ…いや、ええと、あーうー」
水樹「？」
ﾊﾟﾗﾍﾞﾗﾑ「うーん。水樹、闘いで変身した後は、戻すのが難しいよ。まあ！良いじゃないかお前と私の間なら…」
水樹「良くないと思いますっ！」
ﾊﾟﾗﾍﾞﾗﾑ「うー」
水樹「援助は受けにくくなる。新しい子達は泣いて懐かない。しまいには強面の人にスカウトされる。って言ってたのはシスターでしょう？」
ﾊﾟﾗﾍﾞﾗﾑ「はい、はい。そうでした。そうでしたわ。水樹。アーメン」
水樹「また適当なんだから…」",ﾊﾟﾗﾍﾞﾗﾑ「水樹、愛にはもう会ったか？」\n水樹「あっシスター。ええと。会うには会ったんですけれど…」\nﾊﾟﾗﾍﾞﾗﾑ「っち、煙に巻かれたな。仕方ねえなあのバカ娘は！今度会ったら首に縄つけるしかなさそうだな」\n水樹「…シスター。良くないと思います！」\nﾊﾟﾗﾍﾞﾗﾑ「ああ？何が…あっ、そうか、口調か！ご、ごめんなさい水樹。私としたことがしくじ…いや、ええと、あーうー」\n水樹「？」\nﾊﾟﾗﾍﾞﾗﾑ「うーん。水樹、闘いで変身した後は、戻すのが難しいよ。まあ！良いじゃないかお前と私の間なら…」\n水樹「良くないと思いますっ！」\nﾊﾟﾗﾍﾞﾗﾑ「うー」\n水樹「援助は受けにくくなる。新しい子達は泣いて懐かない。しまいには強面の人にスカウトされる。って言ってたのはシスターでしょう？」\nﾊﾟﾗﾍﾞﾗﾑ「はい、はい。そうでした。そうでしたわ。水樹。アーメン」\n水樹「また適当なんだから…」
259,315,309,天草 水樹,307,[戦華]ｼｽﾀｰ ﾊﾟﾗﾍﾞﾗﾑ,312,314,愛の家,126,5,"ﾊﾟﾗﾍﾞﾗﾑ「愛！待ちなさい愛…！………くっそ逃げるのが上手くなってきやがった！」
水樹「シスター…」
ﾊﾟﾗﾍﾞﾗﾑ「上手くなってきやがりましたわね？」
水樹「誤魔化せてませんよ！……ふう、ねえシスター。愛ちゃんの事、見守ってあげても良いんじゃないですか？」
ﾊﾟﾗﾍﾞﾗﾑ「…それはなりませんよ、水樹」
水樹「どうしてでしょうか」
ﾊﾟﾗﾍﾞﾗﾑ「ここに居る間であれば、むしろ安全でしょう。あの子も力を授かったようですし、心強い味方もいるようです」
ﾊﾟﾗﾍﾞﾗﾑ「問題はあちらに戻った時です。水樹…近頃、突如として姿を消す人間が多いという話は知っていますね？」
水樹「…神隠しのことですか？僕らのように、この世界に来ているのとは別に理由があるんですか？」
ﾊﾟﾗﾍﾞﾗﾑ「それが隠れ蓑にされているのでしょう。消えた人々は、私たちのような人間ばかりなのですよ」
水樹「……この国に、居る筈のない人間という事ですね…」
ﾊﾟﾗﾍﾞﾗﾑ「そういう子供がどんな目に会うのか、何度も見てきました…あんな事はもう絶対に…」
水樹「あの子の事だから、危険があることを知らないわけではないでしょうけど…」
ﾊﾟﾗﾍﾞﾗﾑ「あの子は調子に乗りますからね」
水樹「言っても聞かないし…うう、僕、お腹痛くなってきました」",ﾊﾟﾗﾍﾞﾗﾑ「愛！待ちなさい愛…！………くっそ逃げるのが上手くなってきやがった！」\n水樹「シスター…」\nﾊﾟﾗﾍﾞﾗﾑ「上手くなってきやがりましたわね？」\n水樹「誤魔化せてませんよ！……ふう、ねえシスター。愛ちゃんの事、見守ってあげても良いんじゃないですか？」\nﾊﾟﾗﾍﾞﾗﾑ「…それはなりませんよ、水樹」\n水樹「どうしてでしょうか」\nﾊﾟﾗﾍﾞﾗﾑ「ここに居る間であれば、むしろ安全でしょう。あの子も力を授かったようですし、心強い味方もいるようです」\nﾊﾟﾗﾍﾞﾗﾑ「問題はあちらに戻った時です。水樹…近頃、突如として姿を消す人間が多いという話は知っていますね？」\n水樹「…神隠しのことですか？僕らのように、この世界に来ているのとは別に理由があるんですか？」\nﾊﾟﾗﾍﾞﾗﾑ「それが隠れ蓑にされているのでしょう。消えた人々は、私たちのような人間ばかりなのですよ」\n水樹「……この国に、居る筈のない人間という事ですね…」\nﾊﾟﾗﾍﾞﾗﾑ「そういう子供がどんな目に会うのか、何度も見てきました…あんな事はもう絶対に…」\n水樹「あの子の事だから、危険があることを知らないわけではないでしょうけど…」\nﾊﾟﾗﾍﾞﾗﾑ「あの子は調子に乗りますからね」\n水樹「言っても聞かないし…うう、僕、お腹痛くなってきました」
260,316,319,千吉良 澪,15,斑 王石,,,羊の王,127,1,"王石「還るべき場所、か…（部屋のガス栓締めたっけかなぁ…）」
澪「！！！」
澪「（うそ！うそうそ！いやウソじゃない！ほんとだ、ほんとに居たんだ！この世界に！王石様！）」
王石「腐敗…白き恵みが非可逆性の渦に呑まれてしまう…（炊飯ジャーの米がヤバい予感がする…）」
澪「王よ！」
王石「！？」
澪「私を…私を導いてください！TAGUNの、霊歌により私を！」
王石「き、君は…？」
澪「王なる羊飼いよ…私は盲目の仔羊…」
王石「…！！！（ふぁ、ファンだー！）」
王石「（どうしよう、何もない。台本がない。ライブでもないのにファンと会う用意なんてないぞ）」
王石「（………まずい。全く何も思い浮かばない。助けてくれ！SHIN！ヘルプ！）」
澪「………」
王石「…………」
澪「王石様…？」
王石「仔羊よ！」
澪「は、はい！」
王石「オマエの願い。オマエの欲望。それを識り、縫われた瞼を開けるか…それは」
王石「全て、オマエ次第だ！（なんか、話題ふってください！）」
澪「…！王石様ッ…はい、はい！すべては仰せのままに！」
王石「えっ」
澪「えっ」
王石「……………お、俺の歌を聴けェッ！…【デス コミュニケーション】！！！」
澪「キャー！！！王石様ー！」",王石「還るべき場所、か…（部屋のガス栓締めたっけかなぁ…）」\n澪「！！！」\n澪「（うそ！うそうそ！いやウソじゃない！ほんとだ、ほんとに居たんだ！この世界に！王石様！）」\n王石「腐敗…白き恵みが非可逆性の渦に呑まれてしまう…（炊飯ジャーの米がヤバい予感がする…）」\n澪「王よ！」\n王石「！？」\n澪「私を…私を導いてください！TAGUNの、霊歌により私を！」\n王石「き、君は…？」\n澪「王なる羊飼いよ…私は盲目の仔羊…」\n王石「…！！！（ふぁ、ファンだー！）」\n王石「（どうしよう、何もない。台本がない。ライブでもないのにファンと会う用意なんてないぞ）」\n王石「（………まずい。全く何も思い浮かばない。助けてくれ！SHIN！ヘルプ！）」\n澪「………」\n王石「…………」\n澪「王石様…？」\n王石「仔羊よ！」\n澪「は、はい！」\n王石「オマエの願い。オマエの欲望。それを識り、縫われた瞼を開けるか…それは」\n王石「全て、オマエ次第だ！（なんか、話題ふってください！）」\n澪「…！王石様ッ…はい、はい！すべては仰せのままに！」\n王石「えっ」\n澪「えっ」\n王石「……………お、俺の歌を聴けェッ！…【デス コミュニケーション】！！！」\n澪「キャー！！！王石様ー！」
261,319,34,[陽]撫月 憐,231,竜胆 薫,,,喪花,128,1,"薫「……ここも雨が降るんだな……やな色の空…」
憐「…」
薫「！？…い、今の…？まさか、そんなっ…！待って、待って！」
憐「…君は…」
薫「リク！ああ、やっぱり…リクだ…！良かった、また会えるなんて…！」
薫「ねえ、リンは？リンは一緒じゃないの？」
憐「竜胆薫。真実から目を逸らすな」
薫「…リク？どうしたの…？」
憐「僕は君の知っている人間ではない。我らは撫月。君たちセイバーに力を導くもの」
薫「やめてよ…リク、ねえ」
憐「君の力は、あの禁忌の場で得られたものだな。…面白いな。それでこそ人間は…」
薫「やめてよッ！」
憐「…」
薫「……サファイアが脈動してる…そう…あなた…人間じゃないのね」
薫「…ねえ、リクは？あなたのその顔の子は、どうなったの…」
憐「…砕けた石と砕けた魂が渦巻く場で、我らはこの姿を得た。恐らくは…」
薫「そう、そうか…」
憐「…竜胆薫。君には力がある。それは略奪される運命を変える力だ。願いを見失いさえしなければ…」
薫「うるさいッ…もう行け…！」
憐「………」
薫「うっ……うう、…うあっ…ううう〜〜…！！！」",薫「……ここも雨が降るんだな……やな色の空…」\n憐「…」\n薫「！？…い、今の…？まさか、そんなっ…！待って、待って！」\n憐「…君は…」\n薫「リク！ああ、やっぱり…リクだ…！良かった、また会えるなんて…！」\n薫「ねえ、リンは？リンは一緒じゃないの？」\n憐「竜胆薫。真実から目を逸らすな」\n薫「…リク？どうしたの…？」\n憐「僕は君の知っている人間ではない。我らは撫月。君たちセイバーに力を導くもの」\n薫「やめてよ…リク、ねえ」\n憐「君の力は、あの禁忌の場で得られたものだな。…面白いな。それでこそ人間は…」\n薫「やめてよッ！」\n憐「…」\n薫「……サファイアが脈動してる…そう…あなた…人間じゃないのね」\n薫「…ねえ、リクは？あなたのその顔の子は、どうなったの…」\n憐「…砕けた石と砕けた魂が渦巻く場で、我らはこの姿を得た。恐らくは…」\n薫「そう、そうか…」\n憐「…竜胆薫。君には力がある。それは略奪される運命を変える力だ。願いを見失いさえしなければ…」\n薫「うるさいッ…もう行け…！」\n憐「………」\n薫「うっ……うう、…うあっ…ううう〜〜…！！！」
262,320,36,[陰]撫月 憐,231,竜胆 薫,319,,喪花,128,2,"憐「竜胆薫」
薫「………リン…じゃないんだよね…あなたも、撫月っていうヤツなんだっけ…」
憐「………ごめんなさい」
薫「謝らないでよ…そんな理由、無いでしょう」
憐「…」
薫「…ねえ。あなたはセイバーに力を与えてくれるのよね」
憐「ええ。あなたが願いまでも喪っていないのならば」
薫「それが罪深い願いでも？」
憐「人の子の善悪は我らには関係が無いわ」
薫「そう…」
憐「あなたが本当に強く石に願うならば、我らはあなたに力を与えましょう。あなたにはその資格があるのだから…」
薫「…」
憐「また会いましょう。さようなら、竜胆薫」
薫「………力が欲しいですって…当たり前じゃない…私は、絶対に…あいつらを許さないっ…！」",憐「竜胆薫」\n薫「………リン…じゃないんだよね…あなたも、撫月っていうヤツなんだっけ…」\n憐「………ごめんなさい」\n薫「謝らないでよ…そんな理由、無いでしょう」\n憐「…」\n薫「…ねえ。あなたはセイバーに力を与えてくれるのよね」\n憐「ええ。あなたが願いまでも喪っていないのならば」\n薫「それが罪深い願いでも？」\n憐「人の子の善悪は我らには関係が無いわ」\n薫「そう…」\n憐「あなたが本当に強く石に願うならば、我らはあなたに力を与えましょう。あなたにはその資格があるのだから…」\n薫「…」\n憐「また会いましょう。さようなら、竜胆薫」\n薫「………力が欲しいですって…当たり前じゃない…私は、絶対に…あいつらを許さないっ…！」
263,321,214,華槌 十輝,231,竜胆 薫,320,,喪花,128,3,"十輝「君、大丈夫か？」
薫「え…？…あなた、誰ですか？」
十輝「俺は、華槌十輝だ。【正義の味方】を目指してる」
薫「せいぎの…みかた？………その正義の味方が、僕に何の用ですか？」
十輝「…………用………？」
薫「首を傾げたいのは僕の方ですよ」
十輝「…うん。そうだよな……どうしてだろうな。君が泣いているように見えた」
薫「………泣いているのは、僕ではなくてあなたの様に見えますが」
十輝「…あ、本当だ。右目だけ出ているな。…なんだろうこれは？」
薫「こっちの台詞ですよ！……変な人ですね！華槌さんは」
十輝「うん、まあなあ。…とにかくだ、何かあったら言ってくれ。薫君。俺は、君の味方だ」
薫「ほんと変な人ですね………。ん、僕、名乗ってましたっけ？」
十輝「………名乗ったんじゃないか？だって俺が知ってるわけだし」
薫「ほんとにほんとに変な人ですね…」
薫「………何だか僕もよくわかりませんけれど。でも、ありがとうございます」
十輝「うん。どういたしまして」",十輝「君、大丈夫か？」\n薫「え…？…あなた、誰ですか？」\n十輝「俺は、華槌十輝だ。【正義の味方】を目指してる」\n薫「せいぎの…みかた？………その正義の味方が、僕に何の用ですか？」\n十輝「…………用………？」\n薫「首を傾げたいのは僕の方ですよ」\n十輝「…うん。そうだよな……どうしてだろうな。君が泣いているように見えた」\n薫「………泣いているのは、僕ではなくてあなたの様に見えますが」\n十輝「…あ、本当だ。右目だけ出ているな。…なんだろうこれは？」\n薫「こっちの台詞ですよ！……変な人ですね！華槌さんは」\n十輝「うん、まあなあ。…とにかくだ、何かあったら言ってくれ。薫君。俺は、君の味方だ」\n薫「ほんと変な人ですね………。ん、僕、名乗ってましたっけ？」\n十輝「………名乗ったんじゃないか？だって俺が知ってるわけだし」\n薫「ほんとにほんとに変な人ですね…」\n薫「………何だか僕もよくわかりませんけれど。でも、ありがとうございます」\n十輝「うん。どういたしまして」
264,322,149,山吹 日明+,58,御白 護,,,ミステリーフレンズ,129,1,"日明「AKIRAだZE?イェーイ！」
日明「……違うな？イェ〜イ！…こうか？ウエ〜イ、イェイイェイ！」
護「イェイ！＼(ﾟДﾟ )ノ(ノﾟДﾟ)ノイェイェイ！ッハッタ！Fuー！！！」
日明「おおう！？オタクの兄ちゃん！？」
護「お主のヲタ芸は、キレが甘いでゴザルよ( ´_ゝ｀)」
日明「オイオ〜イ。ヲタ芸じゃね〜し〜？」
護「拙者が真のヲタ芸をいうものを目にものみせてくれよう？( ･´ｰ･｀)」
護「ハァーイ！ハイハイハイハイハイ！ユッユッユユイタン！ユイタンのォ〜？（↑）笑顔はピンク！歌声ッ宇宙！踊りはΣ（シグマ）！」
日明「お、おおおお！？半端ねぇ動き…！生身で硬直キャンセルしてるみてえだ！」
護「コォラー！（゜Д゜）後に続かんかー！」
日明「えっ、…こ、こうか？Σー！！！」
護「Σ(ﾟдﾟ;)ナント！やるな！？」
日明「っへへ、負けないＺＥ〜？」
護「やるなチャラ男。よかろう、強敵と書き【とも】と呼ぶことを、許そうか(￣ｰ￣)」
日明「オゥ！よろしくなー！」",日明「AKIRAだZE?イェーイ！」\n日明「……違うな？イェ〜イ！…こうか？ウエ〜イ、イェイイェイ！」\n護「イェイ！＼(ﾟДﾟ )ノ(ノﾟДﾟ)ノイェイェイ！ッハッタ！Fuー！！！」\n日明「おおう！？オタクの兄ちゃん！？」\n護「お主のヲタ芸は、キレが甘いでゴザルよ( ´_ゝ｀)」\n日明「オイオ〜イ。ヲタ芸じゃね〜し〜？」\n護「拙者が真のヲタ芸をいうものを目にものみせてくれよう？( ･´ｰ･｀)」\n護「ハァーイ！ハイハイハイハイハイ！ユッユッユユイタン！ユイタンのォ〜？（↑）笑顔はピンク！歌声ッ宇宙！踊りはΣ（シグマ）！」\n日明「お、おおおお！？半端ねぇ動き…！生身で硬直キャンセルしてるみてえだ！」\n護「コォラー！（゜Д゜）後に続かんかー！」\n日明「えっ、…こ、こうか？Σー！！！」\n護「Σ(ﾟдﾟ;)ナント！やるな！？」\n日明「っへへ、負けないＺＥ〜？」\n護「やるなチャラ男。よかろう、強敵と書き【とも】と呼ぶことを、許そうか(￣ｰ￣)」\n日明「オゥ！よろしくなー！」
