text_id,card_id,chara_name,text,type,type_note
1265,166,狭間 真字女+,くーるくるくるくーるりんぱ。へーんしーん%pうははは！さーてこの真字女サンと遊んでくれるのは誰なのかな〜？,6,バトル
1266,166,狭間 真字女+,,5,変身
1267,166,狭間 真字女+,,7,強化ベース
1268,166,狭間 真字女+,,8,強化素材
1269,166,狭間 真字女+,おーお出かけかい?よーし付いていっちゃうぞー:さーて星喰い達と遊びにいこうぜ〜:真面目にやろうぜ〜ひははは！:君が何時か世界の真実を知るその日まで仲間から外さないでネ?,1,挨拶
1270,166,狭間 真字女+,やっぱ安い石には安い星喰いしか寄ってこないのかね〜雑魚ばっかりだわ:見てみ見てみこの手の地味な石のほうが売れんのよ。おわ、星喰いついてた！:チャカチャカほいっと先に進もうぜ〜,2,浄化時
1271,166,狭間 真字女+,ヤッフーマスターちゃ〜ん。時間空いてるかーい？%p君さあ、【星詠み】って知ってるかい。最近じゃTVでも露出してるから知ってるんじゃないかなあ%p爽やかな笑顔のおっさんが現代人に安心の拠り所を…ハァン、とか言ってるお祈り団体。知らない？%pそこがどうもさあ、奇跡の石とやらを御神体と標榜してアレコレしてるらしいのよ。面白そうだろ？%pきっと僕らの歩む道には、彼らと相対する瞬間があると思うんだよね〜%pだから君は、知ってると良いンじゃない？%pちなみにぼかぁ、アイツラが気に食わないよ。インチキ近親憎悪みたいな？ひははは！,4,親愛度max
1272,166,狭間 真字女+,フゥ〜君の信頼を感じちゃうねー。ハートキャッチ真字女サンだわー:自分で言うのもなんだが、よく僕と一緒にして疲れないねー？貴重だよ〜君みたいなのは〜,3,親愛度up
1273,167,柱間 黄太+,変身すっと無駄にテンション上がるからヤなんだけどなあ…ま、仕方ねえ%pよぉーし、やるか。縮空棍、伸びろよ！,6,バトル
1274,167,柱間 黄太+,,5,変身
1275,167,柱間 黄太+,,7,強化ベース
1276,167,柱間 黄太+,,8,強化素材
1277,167,柱間 黄太+,付き合ってやってもいいぜ:この格好になると、ちょっとテンションあがんだよね:いや、めんどくせえは、めんどくせえよ？,1,挨拶
1278,167,柱間 黄太+,伸びろ縮空棍。そんで、薙ぎ払え！:ワラワラ星喰いが出てきたぜ。うー、めんどくせ:あーらよっと、っしょ。次から次とでてくんな・・・:・・・まだまだ居るな。しつけえやつらだなあ,2,浄化時
1279,167,柱間 黄太+,おっすマスター。お疲れ。このあたりの星喰いはあらかた片付けたぜ%pこの棒がさ、結構便利なんだよ。伸びるし縮むし…まあ何つうか、まんま孫悟空だよなあ%p…すると当然アンタが三蔵法師だよな。沙悟浄は…カザでいいか。緑だし%p猪八戒は誰だろな？ブウブウうるせえのなら心当たりあるけどなぁ・・・まあアイツは鳥か%pまあ天竺まではまだまだ遠そうだけどさ、割かし最近は楽しんでるよ。仲間も増えたしな。%pさて、じゃあ改めて頑張ろうかぁ。力抜いてな,4,親愛度max
1280,167,柱間 黄太+,めんどくせえはめんどくせえが、最後まで付き合うぜ？,3,親愛度up
1281,168,真波 金魚+,もう君と私は一蓮托生の仲だね！借金もよろしくしたいね！:君の話はいくら聞いても飽きないなー,3,親愛度up
1282,168,真波 金魚+,,5,変身
1283,168,真波 金魚+,,7,強化ベース
1284,168,真波 金魚+,,8,強化素材
1285,168,真波 金魚+,君はどーんと構えていてよ。そのほうが、みんな安心するから:こうやって浄化するたびに、私とお宝との距離が近づく気がするわ:星喰いなんて蹴散らしてやるわよ！,2,浄化時
1286,168,真波 金魚+,私のこと、見くびってもらっちゃこまるね…変身ッ！%p命が惜しけりゃ、お宝置いてさっさと逃げなさい！,6,バトル
1287,168,真波 金魚+,私も人のこと言えないけど、君もよくやるわよね…%pこんな妙な世界で旅をつづけるなんて普通の神経じゃ続かないわよ%pしかも世界を浄化するだのなんだの、他人のことばかりでさ？よっぽどのバカか…とんでもないお人良しよ。%pまっ、これからも、サポートは私に任せてよ！それぞれの目標に向かって、一緒に頑張ろうね。%pふふふ、私もバカってことよね,4,親愛度max
1288,168,真波 金魚+,私のモットーは「７転び８起き」！:さて、今日も稼ぐとしますか！,1,挨拶
1289,169,黄賀 友美+,よっしゃ！ウチに任しとき！リズムが命やもんね！変身！%p骨までガツンとキクでぇ！覚悟しぃや！,6,バトル
1290,169,黄賀 友美+,,5,変身
1291,169,黄賀 友美+,,7,強化ベース
1292,169,黄賀 友美+,,8,強化素材
1293,169,黄賀 友美+,さーて、いっちょカマすで！:お、今日も行きますか！:今、すぐ譜面片づけるから待っててな！,1,挨拶
1294,169,黄賀 友美+,浄化するんやな。よし、うちが手伝う！:浄化、手慣れてきたんちゃう?,2,浄化時
1295,169,黄賀 友美+,あんたとは、すみれと巴とおるみたいに肩の力抜いて話せるわ%pそれって、結構すごいことなんよ？信頼、してるんやで！%p恥ずかしくて、よう言われへんかったけど……今日は言うわ！%p仲よくしてくれてほんまありがとう,4,親愛度max
1296,169,黄賀 友美+,あんたって、根が真面目なんやな。不器用すぎて心配になる。幼馴染のすみれに似とって、放っておけへんわ,3,親愛度up
1297,171,空野 翼+,お手伝い?はーい、よろこんで！,2,浄化時
1298,171,空野 翼+,マスターさん。はい、これ！あげますよ！%pずっと作ってたブレスレット、今日出来上がったの。気に入ってくれた？%pパワーストーンで出来てるから、きっとマスターさんを守ってくれるはずだよ%pあと…私の思いも、いっぱい詰まってるから！大事にしてくださいね！,4,親愛度max
1299,171,空野 翼+,マスターさんのために作ってるブレスレット、もうすぐ完成するよ〜:マスターさんに喜んでもらえるように、頑張るぞー！,3,親愛度up
1300,171,空野 翼+,,5,変身
1301,171,空野 翼+,嬉しいな〜。楽しいな〜:こんな冒険のチャンスなんて、一生に一度あるかどうか…だよね！,1,挨拶
1302,171,空野 翼+,,7,強化ベース
1303,171,空野 翼+,,8,強化素材
1304,171,空野 翼+,私が幾らか弱く可愛いからって見くびらないでね！変身ー！%pこーのターコイズハンマーでぺしゃんこにしてやるんだからーっ！,6,バトル
1305,172,子代 風信+,こ、怖い…けど、前に出るんだ！:騎士の姿になったんだ！僕だってやれる…！…はず:今回は僕が出ます。僕にもね、プライドってものが…ある,2,浄化時
1306,172,子代 風信+,"今日も生ぬるい風が気持ち悪く吹いているね。:
暑かったり、寒かったり、なんなんだ？ここの気候は…",1,挨拶
1307,172,子代 風信+,僕の心は塔子さんのもの。それは今も昔も変わらない…%p塔子さんは僕にとって、世界の全てだった。彼女無しで生きることなど到底出来ないと思っていたよ%pしかし、ここに来て、気付いたことがあるんだ。それは、僕にも『生きる力』があるってこと。%p僕は自分の意思で、自分の人生を歩むよ。その上で塔子さんを守る%p気付きのキッカケを与えてくれたこと、感謝するよ,4,親愛度max
1308,172,子代 風信+,塔子さんのために、そして自分のために…僕は変わる！%pさあ、かかってこい！…似合ってないなんて言わせないぞ！,6,バトル
1309,172,子代 風信+,塔子さんは僕のことを『助手』って呼ぶんだ…名前で呼んでもらうためにはどうしたらいいと思う？,3,親愛度up
1310,172,子代 風信+,,5,変身
1311,172,子代 風信+,,7,強化ベース
1312,172,子代 風信+,,8,強化素材
1313,173,天王寺 良威+,ここは わしに 任せるのだ。お主は 浄化を…:オオオォン…お主の力 見せてもらおう…,2,浄化時
1314,173,天王寺 良威+,オオオォン…また 一段と 腕をあげたな…素晴らしい:このまま 世界を 塗りつぶす 勢いだな…オオオォン…素晴らしい…,3,親愛度up
1315,173,天王寺 良威+,オオオォオン…本日も 頼むぞ ジュエルマスター:今宵も 良い星が出ている…:時は 満ちようと している…,1,挨拶
1316,173,天王寺 良威+,オオオオオォオオン…素晴らしい 素晴らしいな%pこの 天王寺良威を ものともせず 素晴らしき 成果だ…%p……オーブの力を宿すもの…お前が 第一 候補か…%pフハハハはははは！ハッハはハハハは！オオォォオン…！,4,親愛度max
1317,173,天王寺 良威+,よろしい…わしの 真の力 見せてやろう…おおおオォおお！！！！！%pオオオオォォンン…障害は 全て 取り除く…！,6,バトル
1318,173,天王寺 良威+,,5,変身
1319,173,天王寺 良威+,,7,強化ベース
1320,173,天王寺 良威+,,8,強化素材
1321,174,村崎 十織+,やれやれ、やるしかないかぁ。力を出せよタンザナイト。…変身！%p…闘いの場に出てきたんだ。切り刻まれても文句はないだろ？,6,バトル
1322,174,村崎 十織+,,5,変身
1323,174,村崎 十織+,,7,強化ベース
1324,174,村崎 十織+,,8,強化素材
1325,174,村崎 十織+,仮面の星喰い。奴を倒すまではこの旅に付き合おう:僕の身体は無理が利く。多少の怪我は気にしなくて良い:変身するとどうも気が昂ぶっていけないな…,1,挨拶
1326,174,村崎 十織+,仮面の星喰いが居たら教えてくれ。アイツは僕が斬る…！:星喰いが群がってるな…今の僕は優しくないぜ…:浄化か…あのバカもそれは真似できないだろうな…,2,浄化時
1327,174,村崎 十織+,君も気づいているかもしれないが…僕の身体は普通ではない%pなんというかな、死なない身体…というと言い過ぎだけれど、とにかく死ににくい身体なんだ%pこのタンザナイトが本来は死んでいる筈の僕の身体を、補填し続けている%p…生前というか、こうなる前は普通の、顔も成績も人付き合いも未来設計も何もかも並の並のそういう人生を送る予定だったんだ%pそれがたまたま鉢合わせた星喰いに土手っ腹に穴をあけられて…その上狭間とかいう馬鹿に助けらてこのザマさ%pそれから僕の人生設計は狂いっぱなしだよ。僕が一番大事にしていた普通性は微塵も残っちゃいない%p全く滅入る話さ。………まあ、でも誤算も一つあったかな%p友達ってのが、結構悪くないものだって分かったのは、誤算だった%p適当に付き合い続けられる仲の人間が数人いたら、人生設計上困る事はないと思ってたんだけどな%pどうやらそういうものじゃないらしい。友達のためにって感じは、ちょっと新鮮だったよ%pジュエルマスター。僕は僕の目的のためにこの旅に付き合う。でも、君たちのためなら、力を貸す事は苦じゃないよ%pきっと長い付き合いになるだろ？まあ、これからも、よろしく頼むよ,4,親愛度max
1328,174,村崎 十織+,…なんていうかな、こういう関係。君と僕は、友達、ってやつになるのかな？,3,親愛度up
1329,175,戸帳 夕紀+,こう見えて、マッサージは得意なんですよ。…肩凝ってませんか？,3,親愛度up
1330,175,戸帳 夕紀+,この旅って、いつか終わっちゃうんだよね%pあなたの目的にたどり着くための旅だって分かってるけど%p終わらなければいいなって…思っちゃうときがあるんだ…,4,親愛度max
1331,175,戸帳 夕紀+,,7,強化ベース
1332,175,戸帳 夕紀+,今日もたくさん浄化しましょうね！:あなたは浄化に集中してて！,2,浄化時
1333,175,戸帳 夕紀+,今日もみんなで頑張りましょうね！:素敵な時間が過ごせるといいですね,1,挨拶
1334,175,戸帳 夕紀+,何回やっても慣れないなあ…。でも…いくわ%pみんなで力を合わせれば、きっと勝てるよね！,6,バトル
1335,175,戸帳 夕紀+,,5,変身
1336,175,戸帳 夕紀+,,8,強化素材
1337,176,神楽 蒼子+,時空を歪ませる我が魔力をお見せしましょう。…星宝転生！%p瑠璃よ八鉱に散り煉動せよ！五行爆縮…八極陣時空炉・発動！,6,バトル
1338,176,神楽 蒼子+,,5,変身
1339,176,神楽 蒼子+,,7,強化ベース
1340,176,神楽 蒼子+,,8,強化素材
1341,176,神楽 蒼子+,時の理を離れた私は、最早人とは言えないでしょうね…:一刻も早くこの旅を終わらせるために。行きましょう:しかしまだ始まったばかりですね…星宝を巡る戦いは…,1,挨拶
1342,176,神楽 蒼子+,星喰いの成り損ないめ。蟲如きに遅れを取る私ではありませんよ…！:浄化…石を調伏して、いや取り込んでいるのか…？:人として死ぬ。その願いを叶えるためならば、何の躊躇いもない…,2,浄化時
1343,176,神楽 蒼子+,ジュエルマスター。貴方に聞きたい事があるのですが、良いでしょうか？%p貴方をこの世界に導いた女…彼女と出会う前に、貴方は力の片鱗を感じる事がありましたか？%p貴方の力は特別で尚強大です。星宝石の力を分解し、取り込み、操る…星宝石の天敵とも言える力です%pその力が何の兆候もなく突然発現したというのであれば、妙な話ですよ%p私達の力の源…守護石といえば聞こえが良いが、結局これは星宝石の力%p星宝石を調伏する力、それを星宝石自身が与えたとするなら…これも不思議な話でしょう？%p星の先導者オーブ…あなたを導いたその女は、きっと何かを隠しています。気をつけてください,4,親愛度max
1344,176,神楽 蒼子+,貴方の行く先には必ず敵が現れる。私は貴方の剣となり盾となりましょう。この旅の先にあるもの、私も興味がでてきました…,3,親愛度up
1345,177,[神託]青蓮院 司+,これこそが、星宝石がわたくしたちに示してくださる秘跡なのですよ:さあ、この奇跡を共に喜びましょう…,2,浄化時
1346,177,[神託]青蓮院 司+,わたくしと共に来なさい…きっとあなたは新しき世界を見るでしょう…,3,親愛度up
1347,177,[神託]青蓮院 司+,,5,変身
1348,177,[神託]青蓮院 司+,,7,強化ベース
1349,177,[神託]青蓮院 司+,,8,強化素材
1350,177,[神託]青蓮院 司+,教団に入るのは自由を捨てることではありません%p教団に入ることによってのみ、人は真の自由を得るのです%p難しいですか？ではのちほど、あなたのためだけに特別授業を開かねばなりませんね…%pあなたは選ばれし人間…。私が直々に正しき道へと導いて差し上げましょう…,4,親愛度max
1351,177,[神託]青蓮院 司+,星宝石があなたがたを祝福なさるように…:地には善意の人に平和あれ…,1,挨拶
1352,177,[神託]青蓮院 司+,星宝石の名においてこの聖なる戦いを始めます%p歯向かうものには星宝石の鉄槌が下るでしょう…さあ、覚悟を…,6,バトル
1353,178,青蓮院 尊+,全てを…愛すらも捨てさせる教義、それで人を救えると思うか?:僕にも力があった。今度は恥じるような力じゃない…！:行こう。逃げてばかりはいられないんだ,1,挨拶
1354,178,青蓮院 尊+,声を聞く力は失った…でも僕にはまだ戦う力が残っている！%pあの日を取り戻すんだ…！負けるわけにはいかない！,6,バトル
1355,178,青蓮院 尊+,僕は君の役に立てているだろうか？%p一緒に戦っているとき…ドキドキする一方で、なんだか安心感を覚えるんだ%p僕には仲間がいる！僕はここで、必要とされている！…ってね。%p一人じゃないって、嬉しいことだね。…君達に会えて、良かった。,4,親愛度max
1356,178,青蓮院 尊+,,5,変身
1357,178,青蓮院 尊+,女の子への接し方が、未だによくわからないんだ…。教えてくれないか？,3,親愛度up
1358,178,青蓮院 尊+,,7,強化ベース
1359,178,青蓮院 尊+,,8,強化素材
1360,178,青蓮院 尊+,遠くから声が聞こえる…。あの声じゃない、兄さん…！:人の欲望を糧にする魔性の石…あの御神体も、やはり…:もう逃げたりはしない。僕は自分の運命と戦って見せる！,2,浄化時
1361,179,藍馬 蘭+,このラピラズリはね、母の形見なの。…母も私同様身体の弱い人で、私が幼い内にこの世を去ったわ%pだから私は母との思い出は殆ど無いの。ただ、声だけを覚えていて…%p石から聞こえる母の声も…人の願いを映し出すこの世界のような、幻なのかもしれないわ%pけれどこの宝石は私に力を与えてくれた。本当に、母がくれた最後の贈り物なのかもしれない…%p貴方に出会えて良かったわ。一時でも希望が見え、母の声を、想いを信じる事ができた%p思い残す事は、きっともうないわ…ありがとう,4,親愛度max
1362,179,藍馬 蘭+,さあ行きましょう！ジュエルマスター！:私も戦う力を得たの、もう足手纏いには絶対ならないわ:お兄さま…私も力を得た。だからもう良いの。私はもうこれで…,1,挨拶
1363,179,藍馬 蘭+,向こうに星喰いがいる。お母様が教えてくれた…私が狩りにいきましょうか?:もう恐れるものなんて何も無いの、私に任せて！:天を駆け、地を疾走り、私は貴方の矛となってみせるわ,2,浄化時
1364,179,藍馬 蘭+,何時かは失う仮初めの力でも、空を駆ける力を得た。貴方のお陰よ、ありがとう…,3,親愛度up
1365,179,藍馬 蘭+,,5,変身
1366,179,藍馬 蘭+,もう、大人しく人の助けを待つばかりではないの…！お母様、力を…！%pさあ行くわよ！私を止められるものならば、止めてみなさい！,6,バトル
1367,179,藍馬 蘭+,,7,強化ベース
1368,179,藍馬 蘭+,,8,強化素材
1369,180,百知 瑠璃+,マスターさんは世界一美しい人を知ってますか？私は知っていますですよ。ふっふふ、いーでしょう？:マスターさんは幽霊屋敷の美女幽霊をご存知ですか？ちゃんと人間でしたよ？それも超・美人の！,3,親愛度up
1370,180,百知 瑠璃+,ジュエルマスターさん一行の写真も、ついに1万枚を超えましたですよ！%pどうですか、この美しくも怪しい雰囲気の写真たち！…ほんとの幽霊も写っちゃってますが…%pいつか皆さんの写真集を出してみましょう！勿論幽霊は抜きにして…です！%pさぁ、これからもバシバシ撮っていきますから、覚悟していてくださいですよ,4,親愛度max
1371,180,百知 瑠璃+,んっふっふ。浄化の一瞬は何度撮っても飽きないです:えいっメデューサキャプチャー！私の写真は武器にもなるです！…ハァ:星喰いとかどーでもいいから、美少女を撮らせろですよ,2,浄化時
1372,180,百知 瑠璃+,んんー！今日も良い天気ですねー！撮影日和です:私は！今日こそ！幽霊を撮らない！のです:最高の被写体(美夜子さんを除く！)を探して3千里。今日こそは…,1,挨拶
1373,180,百知 瑠璃+,,5,変身
1374,180,百知 瑠璃+,,7,強化ベース
1375,180,百知 瑠璃+,,8,強化素材
1376,180,百知 瑠璃+,閃け！わたしの力！ 瑠璃フラ〜ッシュ！です！！！%p被写体（餌食）になりたいのは、どこの誰です？ 逃がしませんよ！,6,バトル
1377,181,神崎 メメ（瞳）+,にゃにゃー！（みんながピンチにゃ。隠れて…変化にゃ！）%p神出鬼没の謎の美女参上！助太刀するニャ…わよ！,6,バトル
1378,181,神崎 メメ（瞳）+,,5,変身
1379,181,神崎 メメ（瞳）+,,7,強化ベース
1380,181,神崎 メメ（瞳）+,,8,強化素材
1381,181,神崎 メメ（瞳）+,こんにちは、マスター君…？にゃーんてニャ！:この姿では瞳と名乗ってるのよ。メメだから目目ってニャー:問題は、この姿に煮干しは似合わないって事ニャ,1,挨拶
1382,181,神崎 メメ（瞳）+,星喰いが集まっているのね？フフ、相手してやるニャー:浄化の光見てると、瞳孔狭まっちゃうニャ:紅夜と会うとめんどさいのでヨロシク頼むニャ,2,浄化時
1383,181,神崎 メメ（瞳）+,にゃにゃ？マスター、いつも煮干しをありがとーだニャ%pこうなったら紅夜から飼い主を変えてもいいかもしれないニャね？%pあいつは仕方ないの奴なのニャ。我輩が安眠していてもお構いなしで、大騒ぎしてるニャ%pこの前も人間の女とドタバタうるさいから我輩、堪忍袋の緒が切れたニャ！%pそれでこの姿になってチョットからかってやったら、家に人間の女を連れて来るのを止めるようになったニャ%一件落着ニャ！と思ったら今度は我輩をつけまわすようになってしまったニャ…%pほんとうに愚かな飼い主ニャ…%pとはいえ幼少の頃に拾われた恩は恩ニャ。飼い主を変える件は冗談ニャ。本気にとっちゃダメなのニャ！%pニャッハッハー,4,親愛度max
1384,181,神崎 メメ（瞳）+,煮干を寄越すニャ！…この姿だとかっこつかないからなかなか食べる機会がないニャ。…他のみんなニャ内緒ニャ？,3,親愛度up
1385,182,弦間 鷹人+,ふむ、一筋縄で行く相手ではないようですね。鷹目を使いますか%p…年甲斐もなく心が踊りますな。お嬢様に感化されましたかな…！,6,バトル
1386,182,弦間 鷹人+,,5,変身
1387,182,弦間 鷹人+,,7,強化ベース
1388,182,弦間 鷹人+,,8,強化素材
1389,182,弦間 鷹人+,この鷹目。かつてよりも見通す力を高めているようですな:貴方を守りましょう。おまかせあれ:この目は貴方にも、大きな可能性を見ています,1,挨拶
1390,182,弦間 鷹人+,安心して浄化をお続けください。鷹の目が警戒にあたります:星喰いですか。この銅糸の結界が破れますかな…？:戦いの日々か。弟と共にあった昔日が懐かしくもあります,2,浄化時
1391,182,弦間 鷹人+,貴方の力は日に日に増していますな。可能性の輝きも一層光を増しておられる…%p老婆心から貴方の行先を諌めようと思った事もありましたが、不遜な想いだったようですな%p正直に言えば私程度の目では最早、貴方の行先を見通す事などできなくなっております%p計り知れぬとは正にこの事。まことに素晴らしい%p私は過去、汚泥の底のような裏社会で力を使っていました。…かのような影濃き世界では人々の可能性は根こそぎ奪われています%p愚かにもそれが人の本質と限界だと思っていた私は、この様に老いてからやっと目を覚ます事ができたのですよ%p我が主や貴方のような若き光がどこまで届くのか、それを見届けるまではお付き合いさせて頂きますよ,4,親愛度max
1392,182,弦間 鷹人+,私は見誤っていたようです。貴方の力と可能性…底が知れませんな…,3,親愛度up
1393,183,弦間 弥虎+,儂とやるつもりか？グハハハハ！面白い！本気でやってやるわ！%pさぁーて！つまらん戦い方をしたら、食い殺してやるからなあ！,6,バトル
1394,183,弦間 弥虎+,,5,変身
1395,183,弦間 弥虎+,,7,強化ベース
1396,183,弦間 弥虎+,,8,強化素材
1397,183,弦間 弥虎+,グハハハ！まだ足りんよ！肉を裂き骨を砕く闘争を寄越せ！:若き頃の鋭気が全身に満ちている！力を振るう場が必要だ！:ジュエルマスター、貴様の敵を儂に寄越せぃ！,1,挨拶
1398,183,弦間 弥虎+,さぁ儂を退屈させてくれるなよ。:グハハハハ！グハハハハーー！,2,浄化時
1399,183,弦間 弥虎+,貴様を少々見くびっていたみたいだのう。%pまさかここまで楽しませてくれるとはな。グハハハハ！%p儂をまだ見ぬ猛者の集まる場所へ！！グハハハハ！！,4,親愛度max
1400,183,弦間 弥虎+,グハハハハ！まだまだ楽しませてくれると言うのだな。,3,親愛度up
1401,184,黒破 軍司+,っちぃ、右手が騒がしい。使わねばならん相手という事か…%pよし、可及的速やかに片付けるぞ,6,バトル
1402,184,黒破 軍司+,,5,変身
1403,184,黒破 軍司+,,7,強化ベース
1404,184,黒破 軍司+,,8,強化素材
1405,184,黒破 軍司+,私の得た力を、暴力を駒として使いたいかい?:石は腕だけでは飽き足りぬようだが、戦うにはこれで十分だ…！:調べたい事があるんだ、私も一緒に行くよ,1,挨拶
1406,184,黒破 軍司+,まさか私が兵隊役とはな:さて、この右腕の力…如何程のものか:人に比べれば、星喰いなど可愛いものだろう?,2,浄化時
1407,184,黒破 軍司+,…私に何か用か？っふ、君も、ゼネコン崩れの宝石商が世界を救う旅に同行しているのが疑問かね？%p察しの通り私には私の目的がある。私は私の敵の正体が知りたい。…君は【うつろ病】を知ってるか？%pある日突然、あらゆる欲求や衝動を失って朽ちて死ぬまで何もしなくなるという、流行りの風土病だよ%p恐らくこれは星喰いの仕業だ。だがな、トリガーなる石をばら撒いてるのは、人間だ%p…商売の邪魔ということもあるがね、個人的興味もある。そいつの顔を拝んでみたいとは思わないか？%pどうだ。君の目的と相反する事は無いだろう？%p利害が一致する限り、私達は同士でいられるんじゃないかね？,4,親愛度max
1408,184,黒破 軍司+,君のリーダーとしての資質は私が保証するよ。人は君に従う、思うがまま動くと良い,3,親愛度up
1409,185,幾叉 まどか+,アタシ、結構強いでしょ？さっきの戦い、見てくれてた？:なるべく普通にしててくれ。あんまり優しくされるとさ…いや、なんでもない,3,親愛度up
1410,185,幾叉 まどか+,これやると、アタシの体も軽くなるみたい。がんばれよ！:ちょっと待って、腰巻が枝に引っかかった……ちょっと待ってってばー！,2,浄化時
1411,185,幾叉 まどか+,なれなれしくするなよ！:つるみたがる奴らの神経が理解できん,1,挨拶
1412,185,幾叉 まどか+,,5,変身
1413,185,幾叉 まどか+,女だからって馬鹿にすんなよ！うらあああああ！%pお前らまとめて箱詰めじゃ〜〜！,6,バトル
1414,185,幾叉 まどか+,女の子、って言われるの、大嫌いなんだよね%p女の子呼ばわりするなって言ってんだよ！テメー…なめた口きいてんじゃねえぞ！%p赤くなんかなってない！ぶっとばされたいのか！？%pうろたえてなんかない！うるさい！カワイイとか言うなーーー！%p……もう、ヤダ…そんな真っ直ぐな目で見るなよ…。本気にしちゃうじゃんかよ…,4,親愛度max
1415,185,幾叉 まどか+,,7,強化ベース
1416,185,幾叉 まどか+,,8,強化素材
1417,186,口縄 明沙+,あら、私に歯向かうっていうの？いい度胸ね%p私のムチは痛いわよ〜！？,6,バトル
1418,186,口縄 明沙+,そろそろ、出かける時間かしら?:さあて、今日はどんな出会いがあるのかしら?,1,挨拶
1419,186,口縄 明沙+,ふーん、なかなか板についてきたじゃないの。やるわね。:浄化した石が増えるたび、運命の輪が廻る……。,2,浄化時
1420,186,口縄 明沙+,,5,変身
1421,186,口縄 明沙+,,7,強化ベース
1422,186,口縄 明沙+,,8,強化素材
1423,186,口縄 明沙+,私ね、人にはそれそれ、『天命』があるんじゃないかと思うの%pただ、それは大きな試練でもある…%p私もそろそろ、天命を 甘受するべきときなのかもしれない…もしそれで、この命が散ろうとも、それが定め。%pあなたと一緒なら、それでもいい。そう思えるの,4,親愛度max
1424,186,口縄 明沙+,自分の眼で見分けなさい。嘘と真を……。あなたなら出来るはず:私と運命を共にしようだなんて、奇特な人ね！ふふっ,3,親愛度up
1425,187,虹見 彩火+,あんたの顔見てると、なんだか気が抜けちゃうのよね…調子狂うわあ:れ、恋愛とか興味ないから！そこらの女子高生と一緒にしないでよねっ！,3,親愛度up
1426,187,虹見 彩火+,ツノが似合ってる?…それ褒め言葉になってないわよ！:自分自身、怒りを動力にして生きてるって思うわ,1,挨拶
1427,187,虹見 彩火+,,5,変身
1428,187,虹見 彩火+,,7,強化ベース
1429,187,虹見 彩火+,,8,強化素材
1430,187,虹見 彩火+,性懲りもなくまた来たか！っざけんじゃねーわよー！%p地獄の底で永遠に懺悔しなさいっ！,6,バトル
1431,187,虹見 彩火+,早く浄化しなさいよ！もっと手際よく！:汚れた人間世界こそ浄化するべきよ。そんな力が欲しいわあ…,2,浄化時
1432,187,虹見 彩火+,高校では、陰で『炎上の魔女』って呼ばれてたんだけど%p変身のせいで、ほんとに魔女…ていうかデーモンみたいな格好になっちゃった…。%pあ、いや、別にいいんだけどさ。……ブラ以外は…%p上着の前のボタンを閉めればいいって？あー！盲点だったわー！%pやっぱ閉めないほうがいいだと？ふ、ふ、ふざけ…！…いや、やめた。あんたには怒鳴りたくないんだ,4,親愛度max
1433,188,吾妻 晴子+,ジャーヴェウニビジャヌ！%pイェンファージウム・エヴィーア！,6,バトル
1434,188,吾妻 晴子+,ドグラ・マグラ…♪:言葉の力、信じるか?,1,挨拶
1435,188,吾妻 晴子+,仲間がいたほうが、物語に深みがでる:最近は防御魔法を勉強している。守りたいものが出来たから,3,親愛度up
1436,188,吾妻 晴子+,味気ない日常…せちがらい世の中…%pここにいれば、それらを忘れることが出来る%p不思議な力を使うのも楽しい…%pマスターにも魔法を掛けてみようか%pどんな魔法かは、秘密だ…ふふ,4,親愛度max
1437,188,吾妻 晴子+,,5,変身
1438,188,吾妻 晴子+,,7,強化ベース
1439,188,吾妻 晴子+,,8,強化素材
1440,188,吾妻 晴子+,私の中にも魔法が満ちる:浄化する光の中に詩が見えるのは私だけだろうか,2,浄化時
1441,189,[闇薙]黒伏 曜子+,あなたがいなければ、私は本当の鬼になってしまう。お願い、一緒にいさせて…,3,親愛度up
1442,189,[闇薙]黒伏 曜子+,黒曜石よ…復讐を遂げる黒き刃となれぇ！変身！%p何人たりとも私の邪魔はさせない！立ち塞がるのならば、斬るッ！,6,バトル
1443,189,[闇薙]黒伏 曜子+,お父様、お母様…必ず救ってみせますから…:こちらの世界に居るほうが気が楽だわ…現実はつらすぎる…,1,挨拶
1444,189,[闇薙]黒伏 曜子+,これを繰り返せば、お父様とお母様の心…本当に取り戻せるの…?:私の黒曜石にも力を頂戴。これは魔除けなの,2,浄化時
1445,189,[闇薙]黒伏 曜子+,今日も泣いてるね、ですって…？見れば分かるでしょ…%pお願い、私の涙、止めて…%p私を救って…！%pうう…うああああっ…わあああん…%pマスター…。もう少し、こうやっていて…マスターの手、とっても暖かい…。,4,親愛度max
1446,189,[闇薙]黒伏 曜子+,,5,変身
1447,189,[闇薙]黒伏 曜子+,,7,強化ベース
1448,189,[闇薙]黒伏 曜子+,,8,強化素材
1449,190,若草 友樹+,あーあ、鬱陶しいなあお前たち…！%p遊んでやるよ。弱音吐いたって僕は聞かないからなあ,6,バトル
1450,190,若草 友樹+,キミって、お人よしだよね。それが本当に本当だと良いなあって思うよ…: もしかしたらキミとは親友になれるかな？:ウソをつかれるのは嫌いなんだ。キミはウソをつかないで欲しいなあ,3,親愛度up
